sample_id,source,publication_date,title,sentence,coder1_label,coder2_label,adjudicated_label,adjudicator_notes
OBS_GS_012664,The Observer,2022-09-06,Kabaale airport to be completed in February 2023,"The second phase will then include an expanded passenger terminal, which will boost tourism and activities that will lead to bigger passenger numbers and the construction of the runway, which is 3.5km long and 45 meters wide.",,,,
OBS_GS_000507,The Observer,2023-08-19,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"“The buildings did not have approved designs or drawings that would qualify them to be factory facilities; and they were constructed using poor quality materials that only qualified them to be temporary structures,” said the lawmakers.",,,,
OBS_GS_014333,The Observer,2025-12-16,ROKO named 2025 Contractor of the Year,"The award was presented by the Uganda National Association of Builders, Suppliers and Engineering Contractors (UNABSEC) during a ceremony at the Imperial Royale Hotel on December 12.",,,,
OBS_GS_008603,The Observer,2025-04-28,‘Shoddy’ Shs 2 trillion Isimba dam could be washed away soon – experts,UEGCL has indicated that CIWE has been inconsistent with its presentation of the condition of the dam.,,,,
OBS_GS_008915,The Observer,2017-05-07,Tumwine defends IGP Kayihura contract extension,Where are those good ones who you have in store who are not doing their work where they are?,,,,
OBS_GS_006076,The Observer,2017-04-10,Education to continue infrastructure growth,"There was also some support to primary teacher recruitment in local governments through procurement of instructional materials (textbooks) for P1 and P2 to primary schools, in an effort to improve the pupil-to-book ratio (PBR) to 5:1.",,,,
OBS_GS_004426,The Observer,2025-01-08,Has court sanctioned mismanagement of Muslim affairs at UMSC?,"With the current court ruling, the perpetrators have been granted a “get out of accountability free” card for all potential transgressions and now they are at liberty to appoint the said MACC even after their tenure!",,,,
OBS_GS_004064,The Observer,2025-03-05,$21m BoU fraud: report reveals shocking details,"Conclusion and implications for Uganda’s financial oversight The auditor general’s findings have exposed significant weaknesses in Uganda’s financial security infrastructure, particularly in digital transaction oversight, encryption security, and internal controls within the ministry of Finance and BoU.",,,,
OBS_GS_005286,The Observer,2023-07-17,Row erupts in Education ministry over bid evaluation,"“We implore you to investigate the matter as soon as possible to protect the integrity of the evaluation committee.” BACKGROUND Early this year, government acquired financing from the OPEC Fund for International Development (OFID) under the Vocational Education (VE) Project Phase II and intends to apply part of the proceeds of this loan to eligible payments under the contracts.",,,,
OBS_GS_022414,The Observer,2023-12-11,Oil pipeline: TotalEnergies forcing communities to accept ‘low’ compensation,"Global Witness said the oil pipeline, for which construction began this year after years of delay, will cut across wildlife habitats, protected areas and indigenous land.",,,,
OBS_GS_009772,The Observer,2025-02-20,Gov’t starts construction of 250-bed cardiac hospital,"During the groundbreaking ceremony, Dr James Magara, the board chairman of UHI said for decades, UHI has been at the forefront of cardiovascular healthcare, offering specialized treatment and conducting research and training health professionals.",,,,
OBS_GS_004058,The Observer,2022-11-29,"ICT ministry, Innovation Village partner to unlock market for innovations","“Together, we will work towards capacity building and development of innovators, and build a virtual factory network at national level to empower ICT innovators and entrepreneurs to scale their businesses, with a focus on the competitive advantages of each of Uganda’s regions, aligned to the National Development Plan (NDP) III,” he said.",,,,
OBS_GS_022141,The Observer,2018-09-04,KCCA pays Shs 30m in player compensation,"This was after Ayiko suffered a string of injuries that season, which kept him out of action for long.",,,,
OBS_GS_010981,The Observer,2021-03-17,What can we learn from mismanagement of Covid-19 funds?,"We know that governments have had to take exceptional measures in terms of scale and speed to respond to the pandemic and, therefore, relying on traditional approaches to accountability will not work.",,,,
OBS_GS_022124,The Observer,2021-08-11,"Malawi Energy minister arrested, fired from cabinet over oil contract","She told a televised press conference the arrests Monday stem from investigations into complaints from the National Oil Company of Malawi, or NOCMA, about interference in awarding of contracts to fuel suppliers.",,,,
OBS_GS_001432,The Observer,2019-05-02,Protestors block Jinja bridge over Bobi Wine,"Bobi Wine was arrested on Monday and remanded to Luzira prison on charges of disobedience of statutory duty when he and his co-accused in July 2018, allegedly held a demonstration to protest against the over-the-top tax (OTT) – commonly known as social media tax.",,,,
OBS_GS_014973,The Observer,2022-08-19,MPs probing into ‘Uganda Airlines corruption’ receive death threats,"The MPs’ probing stems from the Auditor General’s 2020/2021 report that implicated the airline for operating without the recommended staff and salary structures, operating at a loss, and flouting procurement guidelines. inarticle} inarticle}",,,,
OBS_GS_019884,The Observer,2017-06-26,Budget must urgently address growing inequality,"Unlike industry and infrastructure, where Uganda has chosen to allocate most of its money, agriculture employs 55 per cent of the poor and vulnerable.",,,,
OBS_GS_006414,The Observer,2023-04-19,The impact of workers’ compensation insurance on employee morale,Studies have repeatedly shown that employees that feel safe at work are the more productive of the bunch.,,,,
OBS_GS_012762,The Observer,2017-02-27,New cost of Jinja Nile bridge questionable,"To Cosase, just like you did for other project, there is need to find out what’s happening to this project and make recommendations that will benefit Ugandans. egessahd@gmail.com The author is a political scientist and researcher.",,,,
OBS_GS_001918,The Observer,2017-06-30,Mubende gold row: Museveni petitioned over eviction notice,"The ranking, which was done by the Natural Resource Governance Institute, was based on the rule of law, openness of the country in the oil and gas sector, corruption levels and taxation, among other indicators.",,,,
OBS_GS_012420,The Observer,2023-09-20,Atiak sugar factory faces double trouble: Fire hazards and infrastructure delays,"Horyal Investments Holding Company Limited established a 15,000-acre farm in Lamwo district, 5,240 acres of which have been cultivated.",,,,
OBS_GS_015356,The Observer,2024-02-23,East African Court of Justice fixes date for EACOP project appeal,"The court also ordered the activists to file any rejoinders to the counter-arguments to be submitted by the governments of Uganda and Tanzania as well as the EAC secretary general by May 6, 2024.",,,,
OBS_GS_003334,The Observer,2025-01-22,"Audit: billions wasted in expired drugs, gold","The report also emphasized the broader inefficiencies in pension management, with over 10,000 pensioners failing to appear for verification, raising concerns about ghost beneficiaries and record mismanagement.",,,,
OBS_GS_021213,The Observer,2017-03-27,"Here is why govt closed 1,300 illegal schools",Learners at The Bridge PS in Kiwoko town council share the same premises with a secondary school.,,,,
OBS_GS_018342,The Observer,2025-01-15,Four-year delay in Shs 55bn road project sparks outrage,"Multiplex Uganda Limited, the company awarded the contract, is under fire for failing to complete the work nearly four years after the project began, despite an initial timeline of one year.",,,,
OBS_GS_020824,The Observer,2024-07-10,"Oulanyah, Otto, MPs implicated in cooperative funds scandal",The report also implicates several MPs in various compensation claims.,,,,
OBS_GS_006070,The Observer,2017-04-10,Education to continue infrastructure growth,And she is not the only one working to make progress.,,,,
OBS_GS_023427,The Observer,2019-06-06,MPs order Makerere University to pay Shs 1.2bn water bill,They also want the university management to direct the director estates and works to provide individual staff with full information on a monthly basis regarding their water bills.,,,,
OBS_GS_000414,The Observer,2019-01-25,Japan gives Kamwokya Shs 2bn for road maintenance,Japan has over the years supported Uganda’s infrastructure development projects – the most recently being the completed Nile Bridge in Jinja.,,,,
OBS_GS_018573,The Observer,2021-02-10,Govt seeks to train locals along oil pipeline route,"At the end of the project, 100 local MSMEs will also be formalized for the purposes of doing business, and also increase on the number of companies joining the national supplier database of Uganda, especially from the EACOP districts.",,,,
OBS_GS_004105,The Observer,2017-11-06,Janet warns contractors off schoolgirls,She said the construction of new schools that is expected to end in one year will improve the image of government schools that are often labeled as lacking by the media.,,,,
OBS_GS_020929,The Observer,2020-07-27,Ethiopia fuels regional tensions with Nile River mega dam,"“We believe that it is a good thing that a certain amount of water has already started filling, and, especially when we look at the issue from the Egyptians’ perspective, their stance appears to be that they wouldn’t want a drop of water to fill,” Kejela Merdasa , public relations head of the Oromo Liberation Front, told VOA’s Amharic service.",,,,
OBS_GS_012436,The Observer,2023-07-19,LC elections delay may hurt bail applications,"They argue that the decision to extend the elections is against the law and violates both the Constitution and the Local Government Act, which mandate that local government councils and administrative councils should be elected every five years.",,,,
OBS_GS_013732,The Observer,2017-05-01,Water shortage cripples Gulu University work,"“They are worried that some of them might contract urinary infections, due to the state of the toilets.",,,,
OBS_GS_013783,The Observer,2022-07-12,SGR development in Uganda: Why the delay?,"They have, however, failed to generate adequate revenues to sustainably manage the MGR.",,,,
OBS_GS_003282,The Observer,2021-03-13,"AG pins UNRA, ministry of Works on Shs 23.6bn ‘useless’ expenditure","“Delayed completion of works inconveniences surrounding business community and denies the intended beneficiaries timely use of the infrastructure and may result in escalation of project costs in terms of contractors’ claims,” Muwanga writes.",,,,
OBS_GS_003071,The Observer,2024-04-20,"Byarugaba loses NSSF contract case against AG, minister Among",The NSSF board of directors had recommended renewing the contracts of both Byarugaba and his then-deputy Ayota.,,,,
OBS_GS_017296,The Observer,2023-08-14,Former NSSF MD Byarugaba petitions court over contract extension,"Byarugaba says that this, coupled with ignoring the February 2023 report of the parliamentary select committee on the state of affairs at NSSF where he was cleared of any financial impropriety, shows that the decision not to renew his contract was illegal, irrational, unreasonable and procedurally incorrect.",,,,
OBS_GS_001056,The Observer,2020-04-03,Kitgum hospital runs out protective gear for health workers,"The subcommittees in the taskforce are publicity and mobilization, secretariat and resource mobilization, construction, case management, surveillance and boda boda riders.",,,,
OBS_GS_017033,The Observer,2021-04-13,Mabirizi gives govt 21 days to make public oil pipeline agreements,"Whether Mabirizi’s petition will be of any consequence or not is another question, but his suit is a reminder of the many legal battles between the government of Uganda and the oil companies mainly of tax issues, which have partly led to the many delays.",,,,
OBS_GS_016023,The Observer,2025-03-19,"How Umeme, Pinetti will share Govt’s She 1.2 trillion","The biggest beneficiary of these companies is Umeme, the power distribution company whose contract with the government ended last week and was not renewed.",,,,
OBS_GS_001292,The Observer,2021-03-04,Will KCCA’s new infrastructure campaign solve mess in the city?,Whether KCCA will have the capacity to enforce the measure remains to be seen but what is without doubt is that the authority seems to be punching above its weight in its pursuit to transform the city.,,,,
OBS_GS_008578,The Observer,2025-04-28,‘Shoddy’ Shs 2 trillion Isimba dam could be washed away soon – experts,“Another inspection was conducted in 2024 by the contractor.,,,,
OBS_GS_008699,The Observer,2017-02-03,Officials’ roles in oil bonanza unravelled,He was the chief technical adviser to government during the period the arbitration was undertaken.,,,,
OBS_GS_017789,The Observer,2020-01-30,"Museveni ‘direct’ role in Isimba, Karuma dams deals revealed",A direct procurement is a procurement.,,,,
OBS_GS_020491,The Observer,2025-02-20,Mukono mother rejects Shs 4m compensation after son dies in factory accident,She recounted how her son had been determined to complete his education despite financial struggles.,,,,
OBS_GS_022462,The Observer,2017-03-15,Balanced tax policy key to success of Uganda’s infrastructure agenda,"In its bid to meet the country’s infrastructural needs, the government of Uganda has been exploring the use of Public Private Partnerships (PPPs) and an all-inclusive legislation to regulate PPPs was enacted in 2015.",,,,
OBS_GS_020255,The Observer,2022-09-28,How billions vanish in big hospitals,"HOIMA REGIONAL REFERRAL HOSPITAL The AG reported variances between amounts on the approved payroll of the entity and payments to individual employees, leading to an overpayment of Shs 3.1 million contrary to Section B-a (7) of the Uganda Public Standing Orders,2010.",,,,
OBS_GS_018929,The Observer,2018-08-22,"Dear President, stop life presidency project","The country is in a state of insecurity, despair, pitiable public service delivery, corruption that stinks to high heaven, and the vast majority of the population is wallowing in abject poverty.",,,,
OBS_GS_009789,The Observer,2017-05-15,"Tooro elders: soldiers, big shots are grabbing our kingdom land","So, we felt the need to bridge the gap between the political leaders and other players in Tooro.",,,,
OBS_GS_009327,The Observer,2023-05-24,"Delay to pass law hurts fight against tax evasion, avoidance","At this presentation, Uganda made several commitments to ensure that its laws, policies and administrative actions are streamlined with the OECD recommendations in avoiding base erosions and ultimately ensuring that the loopholes resulting from the global mismatch in tax systems is put to an end.",,,,
OBS_GS_023899,The Observer,2023-07-09,Schools using old curriculum textbooks to teach new curriculum,She also asked the minister to give a report on the alleged eviction of learners from the School of the Deaf in Mbale district.,,,,
OBS_GS_020900,The Observer,2023-07-11,The ‘Kitalo Nnyo’ on our roads,"The plan is premised on five key areas: Road Safety Management, Safe Road Infrastructure, Vehicle Safety, Safe Road Use and Post-Crash Response.",,,,
OBS_GS_015929,The Observer,2018-12-03,"UN refugee audit implicates UNHCR, OPM","While the roads construction was selected by UNHCR due to the bidder’s lowest price in the bidding process, the company lacked experience in road construction and resorted to hiring road construction equipment.",,,,
OBS_GS_016946,The Observer,2021-07-19,MPs query hiring of private labs to test travellers at Entebbe airport,"Fred Bamwesigye, the UCAA acting director-general also told MPs that the regulatory body did not receive any additional funds for Covid-19 control measures.",,,,
OBS_GS_001537,The Observer,2025-06-19,Museveni issues another eviction order for balaalo to exit northern Uganda,"Busizoori said the second order allows for a proper audit of herders who claim to have legitimately purchased land, set up fenced sanctuaries with permanent water sources, and maintained access to public water points.",,,,
OBS_GS_004653,The Observer,2022-01-03,Mixed reactions as FUFA orders replay of abandoned Onduparaka-KCCA game,"A statement released by the club management today Monday, says that the decision was fair, inclusive, and considerate of the evidence provided by match officials, the two clubs, and well-wishers in football.",,,,
OBS_GS_004257,The Observer,2018-05-20,Kadaga wants road safety included in national curriculum,"In March 2015, government signed a contract with a Swiss company Societe Generale De Surveillance (SGS) to routinely inspect vehicles, largely to get cars in poor mechanical condition off the roads and reduce accidents.",,,,
OBS_GS_008049,The Observer,2025-12-02,"Uganda, Kenya to align SGR Railway standards","The agreement was signed after engineers, policymakers and officials from both countries met to resolve long-standing technical differences from November 12 to 14, 2025.",,,,
OBS_GS_018921,The Observer,2017-07-26,Kagina blames lobbyists for delaying UNRA projects,The procurement process within the Uganda National Roads Authority (Unra) is facing strong forces of lobbyists pushing for favours for certain contractors to win contracts outside the bidding process.,,,,
OBS_GS_008391,The Observer,2023-12-21,Kotido hospital health workers lay down tools over unpaid salaries,They attribute the situation to the failure of the district to fulfill its payment obligations.,,,,
OBS_GS_006072,The Observer,2017-04-10,Education to continue infrastructure growth,"If approved by the House, the budget will see the rehabilitation of 85 primary schools in deplorable state under Global Partnership Education and continuation with procurement of instructional materials.",,,,
OBS_GS_010245,The Observer,2022-10-31,Former Uganda Airlines CEO acquitted of disobeying IGG summons,"In February 2022, the Works and Transport ministry permanent secretary terminated Muleya’s contract forcing him to file a complaint with Wakiso District Labour Office on April 4 citing unlawful termination of his contract.",,,,
OBS_GS_009084,The Observer,2021-08-30,Unra directors accused of collusion to stall Shs 400bn Muyembe road project,This recently prompted area leadership to voice their frustrations.,,,,
OBS_GS_017201,The Observer,2019-05-24,Parliament approves Shs 900bn for South Sudan compensation,"Others are Kaika investments, Gash Logistics, Uganda Air Cargo Corporation, Sun Air, Bilpam Pharm, Juba Cheap Stores.",,,,
OBS_GS_015936,The Observer,2019-11-13,Shs 24bn Isimba dam money stolen – Kadaga,I have been waiting since March.,,,,
OBS_GS_022421,The Observer,2019-01-09,Lukwago asks police to recall KCCA’s Rusoke,He says that Rusoke is heading the enforcement team without any contract or appointment letter from KCCA.,,,,
OBS_GS_006003,The Observer,2023-01-17,Promoting quality improvement of healthcare services,"Since 2021, MoH, with JICA’s support is implementing a 5-year “Project on Patient Safety Establishment through 5S-CQI-TQM,” aiming at establishment of a safety culture in all target hospitals (16 RRHs, Naguru NRH, and Tororo General Hospital).",,,,
OBS_GS_022128,The Observer,2021-08-11,"Malawi Energy minister arrested, fired from cabinet over oil contract","Political analysts said the arrests, the first of the president’s allies, show Chakwera’s anti-corruption drive is targeting not only members of the former ruling party.",,,,
OBS_GS_006019,The Observer,2025-06-03,To forgive or not to: A letter to President Museveni over my health compensation,The paperwork that I have done plays a crucial role in determining my compensation.,,,,
OBS_GS_003174,The Observer,2017-05-02,Algeria to oversee Uganda’s CCTV camera project,"Police working with other stakeholders including the ministries of Security, ICT, Information and Internal Affairs need Shs 203 billion to purchase the video surveillance cameras and install them in Kampala Metropolitan policing area, municipalities and along major highways.",,,,
OBS_GS_001768,The Observer,2017-06-19,Owana survives UBC sack but has powers reduced,"Chaired by the African Centre for Media Excellence (ACME) boss Dr Peter Mwesige, the committee found that UBC was struggling with a huge debt, operated in breach of laws and its employees were poorly remunerated.",,,,
OBS_GS_007102,The Observer,2019-03-31,Internal audit reveals Shs 5.3 billion fraud in Bidco,"The investigative engagement covered the payment portal master data maintenance, cash and bank payments, the transportation of crude palm oil, palm kernel and raw materials, material movements, confirmations and reconciliations and, the construction and civil works.",,,,
OBS_GS_004337,The Observer,2017-06-06,Magogo’s 2019 project set to face litmus test,"Interestingly, the key subplot for this game involves KCCA’s biggest nemesis SC Villa, who, ironically, will be rooting for a KCCA win.",,,,
OBS_GS_013728,The Observer,2019-04-18,Clerk to parliament denies terminating Obore’s contract,Background The Inspectorate of Government started investigating Obore’s recruitment after receiving information from a whistleblower that he didn’t meet the requirements for the job as advertised by parliament.,,,,
OBS_GS_006408,The Observer,2019-02-06,Whistle-blowers to IGG: Patriotism officials are corrupt,"In their dossier, the whistle-blowers claim that money is budgeted for at the secretariat but never gets paid to the rightful people.",,,,
OBS_GS_007340,The Observer,2021-12-28,Skills development projects: work in progress or false dawn?,He added: “They just do small things on each project and leave them hanging for the next financial year.,,,,
OBS_GS_009241,The Observer,2022-04-12,High court declines to block crude oil pipeline project,"“Of late, such an important jurisdiction as public interest litigation; created and nurtured with great care and caution by the courts is being blatantly abused by filing applications with oblique motives.",,,,
OBS_GS_010922,The Observer,2017-03-13,Troubled Isimba dam will miss 2018 launch deadline,"Payment for these cylinders has been withheld, according to Chauhan.",,,,
OBS_GS_006872,The Observer,2021-11-22,Makerere launches project to decolonize archives,"It is now doubtable if our future generations will benefit from this knowledge unless we archive it,” he said. jmusinguzi@observer.ug",,,,
OBS_GS_013989,The Observer,2021-09-20,Angry PM Nabbanja terminates Shs 1.8bn Kyegegwa road contract,He also said that attempts to have the contractor rectify the defects have been futile.,,,,
OBS_GS_015260,The Observer,2017-02-13,My day in parliament,"Perhaps Oulanyah needs to urge MPs to engage the question of the social contract; otherwise, commercialisation of parliamentary politics is bound to get worse.",,,,
OBS_GS_006502,The Observer,2017-02-03,"UTL, Posta Uganda fight over post office building","That is when matters escalated,” Arinaitwe said, adding: “I found it very difficult [to take] that an officer could propose that a building constructed in the 1950s should now be cut into half to allow UTL to co-share just because the statutory instrument of 1998 didn’t specify ownership.” UTL company secretary David Nambale on Wednesday told the committee that the meetings held to resolve the property dispute hadn’t yielded much.",,,,
OBS_GS_013317,The Observer,2025-09-03,"How Uganda’s judiciary balances power, and the pursuit of fairness","When Simba defaulted, it attempted to block enforcement and send the matter to arbitration.",,,,
OBS_GS_006616,The Observer,2016-12-28,UNBS starts inspecting Umeme power meters,"We don’t have any problem with that as long as they don’t charge or delay with our merchandise,” he said. justuslyatuu08@gmail.com",,,,
OBS_GS_003833,The Observer,2025-03-28,NSSF contractors to share Shs 827bn procurement budget next FY,"However, Tumuramye urged suppliers to stand against corrupt practices and report any unfair dealings.",,,,
OBS_GS_004061,The Observer,2025-03-05,$21m BoU fraud: report reveals shocking details,"This breach of security enabled the fraudulent diversion of government funds, bypassing standard verification measures and exposing serious weaknesses in Uganda’s financial security infrastructure.",,,,
OBS_GS_022869,The Observer,2022-08-10,Muhoozi project runs into trouble,We have spies spying on what we do and report to superiors.,,,,
OBS_GS_021430,The Observer,2025-09-03,Growing through project implementation: lessons of a young engineer,"Of course, the challenges extended far beyond the site perimeter.",,,,
OBS_GS_012837,The Observer,2023-12-20,KCCA scorecard shows gains but lack of funds holding it back,"Like all the other directorates, there is lack of funding to meet the wage bill as well as emerging city structures and the overall institutional infrastructure improvement needs.",,,,
OBS_GS_010453,The Observer,2024-07-17,Lawyers probed over billions for cooperative compensation,Advocates was cited for professional misconduct related to Uganda Cooperative Transport Union Limited and Bugisu Cooperative Society.,,,,
OBS_GS_019639,The Observer,2025-11-19,"Shs 543.8bn project boosts local enterprises, household incomes","Once a small-scale farmer, she now buys, mills, and sells rice an enterprise that sustains her family.",,,,
OBS_GS_006530,The Observer,2022-09-13,Isimba dam: why does Uganda settle for less?,"In the past, the governments cared about the projects they supervised.",,,,
OBS_GS_021245,The Observer,2024-07-31,‘MultiChoice Talent Factory unschooled and reschooled me in sound’,“The biggest challenge we have is lack of collaboration.,,,,
OBS_GS_013922,The Observer,2023-05-30,Has Efris been able to combat VAT fraud?,Invoice trading is basically a VAT fraud scheme engineered by taxable persons who manipulate the value addition chain by creating and issuing fictitious invoices in order to claim more input tax credit in their businesses than has been actually incurred.,,,,
OBS_GS_002588,The Observer,2016-12-30,MPs expose rot in roads authority,"For example, the report said, a Chinese contractor, China International Construction Corporation (CICO) made a claim of Shs 1,840,314,546 purportedly arising out of late approval of an environmental license by the National Environment Management Authority (Nema).",,,,
OBS_GS_006457,The Observer,2024-12-04,Uganda Airlines flight path project to mitigate bird strikes,"Despite the plant’s adherence to waste disposal standards, plastic pollution and poor waste practices persist among residents and visitors.",,,,
OBS_GS_004345,The Observer,2020-06-23,Turkish firm loses interest in $300m Nakaseke beef project,"However, the project implementation was reportedly interrupted by a coup attempt on President Erdogan Tayyip in 2016, according to the Uganda Free Zones Authority.",,,,
OBS_GS_005983,The Observer,2021-06-16,COVID-19: Mbale hospital oxygen plant breaks down,"Just a small disruption, you can get disaster because almost everybody who comes needs oxygen but in the past, we would get so many and few would need oxygen,” Tugaineyo added.",,,,
OBS_GS_000403,The Observer,2022-01-17,AFCON: COVID vaccination mandate is pushing fans away from stadiums,Dinyuy says COVID-19 restrictions imposed by organizers of AFCON make it impossible for her and her peers to get into the stadium to support African football.,,,,
OBS_GS_024073,The Observer,2017-07-28,Uganda needs Shs 5tn for infrastructure – World Bank,"According to the WB report, “after ten years, the concession does not appear to have fulfilled its obligations.”.",,,,
OBS_GS_016044,The Observer,2017-05-08,"Karuma, Isimba dam audits in limbo over lack of funds",The price could even go higher.” Masuba’s explanation followed concerns by Kumi county MP Charles Ilukor over “astronomical” figures for an audit.,,,,
OBS_GS_013292,The Observer,2017-06-30,Kadaga orders probe into SGS contract award,"Kadaga gave the Physical Infrastructure committee one month to examine the SGS contract, as well as look into complaints about the fees levied and management of the inspection exercise.",,,,
OBS_GS_002265,The Observer,2017-01-06,UNEB to delay releasing PLE results,"According to the message, one of the reasons for such an early accomplishment of work was to “enable students get ample time to prepare for the next level” of their education.",,,,
OBS_GS_000721,The Observer,2018-12-04,"Govt, crude oil firms differ on registration of pipeline company","The memo points out that “UNOC will participate in the pipeline company as a minority shareholder (15%), but as the shipper of Government’s share of crude oil which is the majority shipment of the pipeline, UNOC should have an affirmative vote on key decisions of the pipeline company such as budgets and work programs, major capital investments and choice of operator.” It adds: “This would enhance GoU’s national content objectives, among others.",,,,
OBS_GS_016694,The Observer,2021-11-04,Death toll from Nigeria building collapse rises to 22,"But Festus Adebayo, founder of the Housing Development Advocacy Network, who visited the site, said authorities have been careless.",,,,
OBS_GS_017470,The Observer,2024-01-30,High court quashes Shs 680m award in Entebbe airport case,“The respondent equally had a duty to ensure that the agreement is not irregularly altered without necessary approvals of solicitor general.,,,,
OBS_GS_015943,The Observer,2019-11-13,Shs 24bn Isimba dam money stolen – Kadaga,I want the ministry of Energy and Works to explain why the bridge has not been constructed as per the plan.” Waluswaka said.,,,,
OBS_GS_012759,The Observer,2017-02-27,New cost of Jinja Nile bridge questionable,Can Cosase find out (if they don’t know) what the details of the agreement were?,,,,
OBS_GS_010149,The Observer,2019-07-31,New report cites land grabbing in oil palm project,This comes after the High court dismissed cases of encroachment against the oil palm growing company.,,,,
OBS_GS_020626,The Observer,2019-11-27,Your mail: Corruption at Moroto hospital,"In Jinja, the district and municipal leadership were locked in unending and often bitter public spectacles over the management of this project.",,,,
OBS_GS_006602,The Observer,2019-12-06,Casual labourers storm UNRA offices in Kabale over unpaid wages,Twinomuyambi says that they were forced to storm the offices after realizing that promises of their bosses are not yielding positive response.,,,,
OBS_GS_011438,The Observer,2019-03-19,Doctors opposed to Lubowa hospital project,"“We recommend that government reduces the cost of the Lubowa project and allocates funds saved, to these institutions including the private sector (credit),” he said.",,,,
OBS_GS_019058,The Observer,2021-07-07,It’s criminal for hospitals to detain patients over unpaid medical bills,Reports of patients or dead bodies being held by hospitals as security for payment of outstanding medical bills are disheartening.,,,,
OBS_GS_022585,The Observer,2020-06-18,Entebbe hospital health workers decry unpaid COVID-19 allowances,Atwine said the risk allowances had been paid but attributed the delays to the approval processes.,,,,
OBS_GS_000140,The Observer,2021-11-17,Mayanja: Land Bill is back,"However, the ministry is still facing a challenge from landowners who reject the valuation by the Chief Government Valuer, which has resulted in halting essential projects and litigation.” He said section 7 of the Land Acquisition Act Cap 226 provides for the acquisition of land according to the provisions of that Act.",,,,
OBS_GS_017172,The Observer,2024-04-10,Building an independent identity separate from your job,"Nevertheless, remember to honour your commitment to your current employer, as outlined in your contract.",,,,
OBS_GS_010976,The Observer,2021-03-17,What can we learn from mismanagement of Covid-19 funds?,Another Shs 10.574 billion was diverted.,,,,
OBS_GS_018350,The Observer,2025-01-15,Four-year delay in Shs 55bn road project sparks outrage,Allegations of improper contract awarding have also surfaced.,,,,
OBS_GS_003635,The Observer,2023-07-02,The Polish church built entirely by women in Masindi,"Gazetted by the Ugandan government six years ago as a heritage site called Nyabyeya Heritage Site, visitors are frequently amazed to learn that the area was once home to a community of Poles.",,,,
OBS_GS_002167,The Observer,2018-11-09,"Makerere could scrap schools, deans","Citing the School of Law, which he said does not have deans but has delivered their core mandate of teaching and research, Dr Mayambala advocated for implementation of the same approach in the rest of the schools.",,,,
OBS_GS_007156,The Observer,2022-11-16,Uganda Airlines probe: Bad deals listed in 33 pages,Management responded that this was highlighted during the investigation that was conducted by State House and the procurement officers involved had their contracts terminated in February 2022.,,,,
OBS_GS_011347,The Observer,2021-07-19,"Why KCCA sweepers dump waste, soil in drainage channels","Another labourer, who only introduced herself as Namatovu, said that KCCA has not provided them with enough equipment to facilitate their work.",,,,
OBS_GS_013868,The Observer,2023-09-14,Germany opposed to Uganda’s nuclear power plans,Schauer joins a number of local and international experts who have advised Uganda against plans to put up a 2000MW nuclear plant.,,,,
OBS_GS_014665,The Observer,2020-03-11,Tumukunde bid: 10 MPs on ISO watch list,Babihuga who currently works with the United Nation Mission in South Sudan (UNMISS) is not new to opposition politics.,,,,
OBS_GS_018969,The Observer,2023-02-28,Solar-powered water irrigation sites to enhance rural farming,"There will be knowledge transfer with the targeted farmers gaining agronomy skills on various high-value crops like passion fruits, tomatoes, apples, watermelon, rosemary bush, macadamia through services of an agronomist on the project including information on access to markets, competitive pricing and farm management skills.",,,,
OBS_GS_014173,The Observer,2025-04-28,How Kabale district officials plotted to loot billions in project funds,"Nyakahuma said he had instructed Asiimwe to submit a report detailing the funds spent on preparing designs for the fictitious Rukurura Gravity Flow Scheme, but by the time of reporting, Asiimwe had not yet provided the report.",,,,
OBS_GS_002027,The Observer,2020-12-14,Entebbe hospital welcomes installation of oxygen plant as COVID cases surge,Floor works will include setting up a rump at the filling station for easy transportation of refilled cylinder from the plant.,,,,
OBS_GS_015711,The Observer,2020-09-17,Compensation disparity riles Kenyan victims of 1998 US Embassy bombings,"“It basically sets a value of human lives, both American and Kenyan… when basically, if it was not for Foreign Service Nationals doing the work, then these embassies or consulates would not stand.",,,,
OBS_GS_009044,The Observer,2025-06-18,"What Shs 72.3 trillion budget means for your school, hospital and wallet","These arrears, often owed to private contractors, suppliers, and service providers, have been a significant drag on private sector liquidity and trust in government procurement.",,,,
OBS_GS_007696,The Observer,2018-09-28,New Nile bridge passes static road test,Pario adds that the bridge is uniquely constructed and will beautify the skyline of Jinja.,,,,
OBS_GS_021727,The Observer,2022-02-01,Ministry of Justice flouted procurement laws in awarding Shs 256bn contract – report,"In this case, the evaluation committee is accused of blindsiding some of the bidders.",,,,
OBS_GS_022660,The Observer,2022-08-16,Works split as Museveni brothers order appointment of Kabatsi as URC board chair,The report further recommended prosecution and stern action against those involved but little effort has been done on the implicated officials.,,,,
OBS_GS_021721,The Observer,2022-02-01,Ministry of Justice flouted procurement laws in awarding Shs 256bn contract – report,"The companies are; The initial stage eliminated three companies; Zhongjiao Third Highway, China Civil Engineering and Zongyang Construction.",,,,
OBS_GS_000470,The Observer,2017-11-08,Uganda to pilot e-procurement July next year,"“Government is at an advanced stage of acquiring an e-government procurement system, which is to be implemented starting July 2018,” he said.",,,,
